name,text
波塔摩斯,波塔摩斯（单数：Ποταμός/复数：Ποταμοί）河神，欧申纳斯和泰西斯的三千个儿子。代表着所有的河流。他们有出名的姐妹俄刻阿尼得斯。
俄刻阿尼得斯,俄刻阿尼得斯（希腊语：Ωκεανιδες，即“大洋神女”），希腊神话中大洋神俄刻阿诺斯与沧海女神泰西斯所生的三千个女儿，宁芙女神。
墨利阿得斯,墨利亚（希腊语：Μελίαι或Μελιάδες；拉丁语：Meliae或Meliai）女仙又称为墨利阿得斯（希腊语：Μελιάδες，拉丁语：Meliades），是希腊神话中的一群梣树宁芙，属自然神女系。墨利亚从大地之母盖亚因乌拉诺斯阉割的伤口中滴出的血受孕而生，是复仇三女神、百臂巨人的同胞妹妹[1] 。她们也生性好战，人类制作长矛的枪杆就是梣树。
厄里倪厄斯,厄里倪厄斯（古希腊语：Ἐρινύες，字面意思为“愤怒”）是希腊神话中三位复仇女神：阿勒克图（不安女神）（Alecto） 、墨纪拉（妒嫉女神）（Megaera）和底西福涅（报仇女神）（Tisiphone）的统称，意为“”。她们是大地女神盖亚因乌拉诺斯的血液受孕而生的女儿（另一说是从乌拉诺斯的血液中诞生），任务是追捕并惩罚那些犯下严重罪行的人，无论罪人在哪里，她们总会跟着谴责他，使他的良心受到痛悔的煎熬。因此只要世上有罪恶，她们就必然会存在。在古典时代的阿提卡地区，人们举行祭祀仪式时从不直接提到这些女神的名字，而使用其别名欧墨尼得斯（Εὐμενίδες，意为“善良”）。在罗马神话中，厄里倪厄斯的对应者是孚里厄斯（Furiæ，“愤怒”）。在雅典娜的劝说下，厄里倪厄斯改变了复仇的形象，转为繁荣的保护者，被尊称为仁慈女神（Kindly Ones）。
卡里忒斯,美惠三女神(The Graces/Kharites)指的是希腊神话中分别代表着妩媚、优雅和美丽这三种品质的三位美丽美惠三女神的女神。她们是宙斯和欧律诺墨的女儿（此一说），众神的歌舞演员，为人间带来美丽欢乐。分别是光辉女神阿格莱亚(Aglaia)，激励女神塔利亚(Thalia)，欢乐女神欧佛洛绪涅(Euphrosyne)。 汉语音译为：卡里忒斯（希腊语：Χάριτες，代表的意思是“恩惠”或“优雅”、“魅力”；拉丁转写：Charites）在希腊神话中是体现人生全部美好的美惠女神。
摩伊赖,摩伊赖（英语：Moirae）[1] 是希腊神话中三位命运女神的统称，罗马又称Parcae或Fatae（现代英语：Fates，命运）或Norns，中文名亦称帕西，作为宇宙混沌之初最早产生的神，命运女神负责掌控包含泰坦十二天神及奥林匹斯十二主神在内的整个欧洲神话系统中所有神的命运，同时也支配着每一个凡人的命运，是能量最为强大的天神。通常被与众神之王宙斯与法律女神忒弥斯所生的时序三女神所混淆。据说摩伊赖会在新生儿诞生后的第三个晚上出现，来决定它的生命历程。
荷赖,时序女神，希腊神话中司掌季节时间和人间秩序的三女神，又译“荷莱”。跟据赫西俄德《神谱》所述，荷赖是宙斯和忒弥斯的女儿、命运三女神摩伊赖的姐妹。她们分别是：欧诺弥亚（对应“春”），狄刻（对应“夏”）和厄瑞涅（对应“秋”）。在后来的神话中荷赖也对应一日十二时或一年十二月的时间，四季也被象征性地形容为荷赖之间的舞蹈。
狄刻,狄刻（Δικη，Dikê/Dice）：「正义」女神，大神宙斯（Zeus）与法律及正义女神忒弥斯（Themis）之女，时序三女神荷赖（Horae）之一，在罗马被叫做禹斯提提亚（Justitia）。
塔罗,塔罗（希腊文：Θαλλω；英文：Thallo），希腊神话中的春之女神。她属于荷赖女神中的季节三女神之一，有时也属于美惠女神之中。通常认为她是太阳神赫利俄斯与月女神塞勒涅的女儿。[1] 
缪斯,缪斯（希腊语：Μουσαι；拉丁语：Musae；英语：Muses）是希腊神话中主司艺术与科学的九位古老文艺女神的总称。她们代表了通过传统的音乐和舞蹈、即时代流传下来的诗歌所表达出来的神话传说。她们原本是守护赫利孔山（Elikon）泉水的水仙，属于宁芙的范畴。后来人们将奥林匹斯神系中的阿波罗设立为她们的首领。缪斯女神常常出现于众神或英雄们的聚会上，轻歌曼舞，一展风采，为聚会带来不少的愉悦与欢乐。在荷马史诗中，缪斯有时一个，有时数个，均未提及个人名字，只说她们喜爱歌手，给予他们鼓励和灵感。赫西俄德在其《神谱》中说，她们是众神之王宙斯和提坦女神的记忆女神谟涅摩叙涅所生育的9个发束金带的女儿。阿尔克曼则认为她们要比宙斯古老，她们是乌拉诺斯和盖亚的3个女儿。
涅瑞伊得斯,涅瑞伊得斯（希腊语：单数：Νηρείς，复数：Νηρείδες或Νηρηίδες，荷马史诗：Νηρεΐδες，阿提卡方言：Νηρῇδες，即海仙女），是古希腊神话中的海洋女神。它们是有着蓝色头发的海之宁芙，涅柔斯和多里斯的五十个女儿。他们一家都居住在地中海，同波塞冬做伴，并乐于帮助同风暴作斗争的古代水手。她们之中最有名的是忒提斯，是珀琉斯的妻子和阿喀琉斯的母亲；以及安菲特里忒（有时也被归入水仙女），是海神波塞冬的妻子，常被称为海后。
那伊阿得斯,那伊阿得斯（希腊语：Ναϊάδες，来源于动词νάειν，“流动”，以及νἃμα，“流动的水”）希腊神话中的一类低级女神（仙女），宁芙的一种。宁芙是希腊神话中体现自然现象与自然力的女性精灵，分为很多种，而那伊阿得斯就是其中象征江河、湖泊、溪流、山泉乃至井水的仙女。那伊阿得斯只与淡水联系在一起，代表海洋的是俄刻阿尼得斯诸女神；而地中海则地位特殊，专门由涅瑞伊得斯诸女神代表（俄刻阿尼得斯与涅瑞伊得斯都属于宁芙仙女）。古希腊诗人诺诺斯在他的《狄奥尼西卡》中使用了一个自造的词来形容那伊阿得斯：“许得里阿得斯”（意为“水之少女”）。那伊阿得斯在本质上与她所代表的泉水紧密相连。如果一个那伊阿得斯所代表的水体干涸，那她也就死了。
得律阿德斯,得律阿德斯是森林女神的统称，在游戏中通常以树精的形象出现。
俄瑞阿得斯,俄瑞阿得斯（古希腊语：Ὀρειάδες，字面意思是“山之少女”）希腊神话中掌管山脉和岩洞的宁芙仙女（即山岳神女）。
拉姆帕德斯,拉姆帕德斯是希腊神话中冥界的宁芙仙女，她们是魔法女神赫卡忒的同伴，夜晚降临时手持火炬与其一同进行仪式或是招来鬼怪。
赫利阿得斯,在古希腊神话中，赫利阿得斯是赫利俄斯与克吕墨涅所生的三个女儿癸阿勒（Aegiale），埃格勒（Aegle）和阿厄忒里亚（Aetheria）的统称。
赫斯珀里得斯,赫斯珀里得斯（希腊语：Ἑσπερίδες）古希腊神话中的仙女，共有姐妹三人。她们居住在阿特拉斯附近，或者在西方大洋中的一处孤岛、赫拉的花园中看守金苹果树。
许阿得斯,许阿得斯（希腊文：Ὑάδες；英文：Hyades）是希腊神话中阿特拉斯和埃特拉所生的七个女儿的总称。她们与普勒阿得斯七姐妹、赫斯珀里得斯以及卡吕普索为同父异母的姐妹关系。曾经与普勒阿得斯一同养育过幼小的狄俄尼索斯。
普勒阿得斯,普勒阿得斯（古希腊语：Πληιόνης）是古希腊神话中提坦神阿特拉斯和大洋神女普勒俄涅所生的七个女儿的统称。
阿尔库俄尼得斯,阿尔库俄尼得斯（Αλκυονιδες），是希腊神话中的七个宁芙仙女。
忒尔喀涅斯,在后期的神话中他们变成了邪恶的巫师，被宙斯打入大海。忒尔喀涅斯（Telchines，希腊语：Τελχινες）在希腊神话中是罗得岛的第一批居民，出色的冶金术士。他们是塔拉萨的子女，被描述成带蹼的半人半水獭形象，在克里特岛和塞浦路斯知名。他们接受瑞亚的委托，抚养波塞冬长大。波塞冬的三叉戟就是他们和库克洛佩斯（Cyclopes）送给他的礼物。
癸干忒斯,癸干忒斯（希腊语：Γ&#943;γαντε&#962;，也可译为巨灵），指希腊神话中身形雄伟、力大无穷的巨人族。 关于癸干忒斯，有另一种不同的说法值得注意。荷马在奥德赛中提到，癸干忒斯是一个野蛮民族，他们的国王叫欧律墨冬，最终被全部消灭（见奥德赛 Vol7）。
库克罗普斯,独眼巨人，只有一只眼睛长在前额正中的巨人族，群居住在库克罗普斯岛上(Cyclopes)。住在洞里，以岛上的野生物和他们豢养的羊群为食。他们是神祇的仆人，为各神祇工作。
赫卡同克瑞斯,赫卡同克瑞斯是希腊神话中一些有50个头、100只手臂的巨人的统称。他们的名字来自于希腊语词根ἑκατόν（“一百”）和χείρ（“手”），合起来的意思就是“有100只手的”。在拉丁语中，百臂巨人被直译为“凯恩蒂马尼”（Centimani），即“100只手的怪物”。
安菲特里忒,安菲特里忒（英文：Amphitrite/希腊文：Αμφιτρίτη）原是希腊神话里的海洋女仙，后成为海王波塞冬的夫人。在罗马神话中对应的是尼普顿的妻子莎拉西娅。在赫西奥德的《神谱》里，她是涅柔斯和多里斯的女儿；而根据阿波罗多洛斯，她是大洋之神俄刻阿诺斯和沧海女神泰西丝的女儿。埃拉托色尼（Eratosthenes）则写道，安菲特里忒是巨神阿特拉斯的一个女儿。不过阿波罗多洛斯还是将她算在涅赖德斯（海仙女）内。
忒提丝,海洋女仙，友善海神涅柔斯（Nereus）和大洋神女多里斯（Doris）的女儿，是他们的女儿之中的最贤者。英雄阿喀琉斯的母亲。
塔拉萨,塔拉萨是希腊神话中的海水女神。她是海洋女神，被视为海洋、咸水的化身。因此有时与另一位大海的海之女神、大海第一位女王泰西斯会混同。
哈利亚,哈利亚是希腊神话中与海水有关的一个宁芙或一个女神。
涅柔斯,涅柔斯是希腊神话中的一个海神，蓬托斯（大海）和盖亚（大地）的儿子。赫西奥德的《神谱》中称“由于他值得信赖、和蔼可亲、不忘正义、公正善良，故人们称他‘长者’。”他和水仙女多里斯是海仙女的双亲，他们一家住在爱琴海中。他拥有变身的能力，但不管他如何变化，赫拉克勒斯还是抓住了他，逼他用预言的能力帮助其找到金苹果园。涅柔斯和普罗透斯（“第一”）似乎是宙斯推翻克洛诺斯后由波塞冬取代的古代海神的代表。
陶玛斯,陶玛斯是希腊神话中的海神，为蓬托斯和盖亚的儿子。他和女神厄勒克特拉是哈耳庇厄、许达斯佩斯（Hydaspes）以及伊里丝的父母。
福耳库斯,福耳库斯是古希腊神话中原始海神。常被表现为一个怪物。他代表着海之愤怒，和刻托生下了众多海上妖魔，被称为百怪之父。
刻托,刻托（希腊语：Κητος、“海怪”，英语：Ceto）是古希腊神话中的一个著名海怪，蓬托斯（Pontos）与盖亚（Gaia）之女。在希腊艺术中她被表现为半蛇半鱼，她是叵测的大海给人带来的危险的化身，也是未知的陆地及诡异生物的象征。
欧律比亚,欧律比亚（Eurybia）是古希腊神话中的女海神，象征海的力量。蓬托斯与盖亚之女，提坦克利俄斯之妻。他们生育了阿斯特赖俄斯、珀耳塞斯以及帕拉斯。
格劳克斯,格劳克斯属《神谱》中的其他神祇一员：格劳克斯(Glaucus)：海神，善做预言。据奥维德和希金纳斯所说，格劳克斯爱上了美丽的女巫斯库拉（Scylla），并想让她做他的妻子，但格劳科斯容貌丑陋，当他试图接近斯库拉时，她逃到了陆地上。他向魔女喀尔刻要了一剂药水，让斯库拉爱上他，但喀尔刻却爱上了他。她试图用她最热情、最爱的话语赢得他的心，希望格劳克斯和她在一起。但他回答说，除非树会在海底生长，海草会在最高的山上生长，不然他将一直爱着斯库拉。恼羞成怒的喀尔刻将魔蛇放入斯库拉的浴场，将她变成了六头十二臂的魔女。麦蒂姆纳的尤安西斯和提奥吕图斯也记录了格劳克斯和阿里阿德涅之间的一段关系：根据引用这些作者的雅典人的说法，格劳克斯引诱被忒修斯遗弃阿里阿德涅。狄俄尼索斯接着与格劳克斯争夺阿里阿德涅，并用葡萄藤绑住他的手脚；然而，当后者透露自己的名字和出身时，他释放了格劳克斯。
普罗透斯,"普罗透斯（Πρωτεύς / Proteus）是希腊神话中的一个早期海神，荷马所称的“海洋老人”之一。他的名字可能有“最初”的含义，因为希腊文""protogonos""表示“最早出世的”。最初并没有提及他的家系，直到后来的神话学者才将他归为奥林匹斯神波塞冬的后代，或者是涅柔斯和多里斯之子，或是俄刻阿诺斯同一个放牧海豹的奈阿得斯所生。他有预知未来的能力，但他经常变化外形使人无法捉到他：他只向逮到他的人预言未来。"
特里同,特里同（Τρίτων / Triton）是古希腊神话中海之信使，海王波塞冬和海后安菲特里忒的儿子。特里同[1] 一般被表现为一个人鱼的形象，上半身是人型但带着一条鱼的尾巴。
珀耳塞福涅,珀耳塞福涅（希腊语：Περσεφόνη、拉丁语：Persephone，又译波瑟芬妮、珀瑟芬），是古希腊神话中的冥后，主神宙斯和农业之神德墨忒尔的女儿，冥王哈迪斯的妻子。珀耳塞福涅本身是一个种子女神，所对应的主要是古希腊常用谷物的谷种。当她在冥界时，代表沉睡于黑暗泥土的种子。当她在春天回到地面上时，代表生长女神德墨忒尔的力量唤醒了种子，种子开始苏醒萌芽，掌管季节的荷莱女神们会来迎接珀耳塞福涅回到姐妹之中。
赫卡忒,赫卡忒（英语：Hecate；希腊语：Ἑκάτη）为希腊神话中前奥林匹斯的一个重要的提坦女神，她是一位从近东传入的大女神，她是机遇的三相女神、魔法的女神、鬼魂女皇与地狱女神。根据Bacchylides她是尼克斯的女儿，也有别的说法说她是宙斯与阿斯忒瑞亚之女、或阿斯特赖俄斯之女、或得墨忒耳之女。赫卡忒总是和夜晚、鬼魂、地狱、魔力、巫术和妖术联系在一起。她是著名的不可抗拒的死神、无法战胜或无人能及的女皇，地狱的创建者或管理者，也是妖术、魔女、魔咒和女巫女神，也是极少的未婚女神，她曾经帮助宙斯打败过独眼巨人，所以她有着巨人一般的强大力量，即便是宙斯也要敬畏她三分。在早期，赫卡忒是天空、大地、海洋的大女神。而在晚期，赫卡忒被认为是冥界的女神，象征了世界的阴暗面。
卡戎,卡戎（Χάρων，又译作卡隆），是古希腊神话中冥界的船夫，负责将死者渡过冥河。注意不要和半人马喀戎（Χείρων）相混。
塔那托斯,塔纳托斯（Thanatos），是古希腊神话中的死神，罗马神话中名为Mors。他是睡神修普诺斯的孪生兄弟，其母为黑夜女神倪克斯，两兄弟一起生活于冥界。通常在艺术作品中，比如古希腊瓶画，塔纳托斯的形象是一个长着翅膀、有着胡须的年纪大的男人，但有时也会被画成一个小孩或没有胡子的年轻男人。他有时会戴着头盔。但是也有的说他是一位银发，手持宝剑的美少年，而且有着深色的翅膀。他通常与他的弟弟一起运送死人的躯体。
修普诺斯,修普诺斯（Hypnos，希腊语Ύπνος），是古希腊神话中的睡神，他是死神塔纳托斯的孪生兄弟，其母为黑夜女神倪克斯，两兄弟一起生活于冥界，每当母亲令世界落入黑夜之时，他就会吩咐从者到大地上诱使人类入睡。当他与其无情的兄弟相对时，修普诺斯的性格较为温柔，往往在人的死亡之际，给予其恒久的睡眠。只要他以神力诱使人类，就能使人入睡。而他的催眠术，是人神皆不能相拒的。修普诺斯的妻子，是海仙女中的一位帕西提亚（Pasithea）。
米诺斯,希腊神话中，米诺斯（英文：Minos/希腊文：Μνωα）是克里特之王，宙斯与欧罗巴之子（同时有兄弟拉达曼迪斯及萨尔佩冬）。米诺斯文明又被称作克里特文明。米诺斯的存在现如今仍是神话留给世人的猜测，有人认为他是一名强大的君主，另一些人认为“米诺斯”并非一名君主，而是如同“法老”一样的称号。
拉达曼迪斯,拉达曼迪斯，是日本朝日电视台、东映动画制作的动画《圣斗士星矢冥王篇》中的角色。108名冥斗士中最强的冥界三巨头之一，天猛星的翼龙，冥界三大判官之一，整个冥界军的领导者之一。他独有的战法就是一击定胜负，以压倒性且迅猛的力量不让对手有任何反击的机会。
埃阿科斯,埃阿科斯（Aeacus），宙斯（Zeus）与河流神女埃癸娜（又名埃吉娜，英文名Aegina）之子，珀琉斯（Peleus）和忒拉蒙（Telamon）的父亲，特洛伊战争中希腊主将阿喀琉斯（Achilles）和大埃阿斯（Ajax或者Aias）的祖父（阿喀琉斯为珀琉斯之子，大埃阿斯为忒拉蒙之子），以公正著称。
福柏托耳,伊刻罗斯是希腊神话中的梦神之一，其别名为福柏托耳。神话里为同一神祇，但在艾尔熙德外传却是两位不相同的神，外传中福柏托耳被雅典娜封印，吞噬一座座城市解开封印。
摩耳甫斯,摩耳甫斯（希腊语：Μορφέας），出自古罗马诗人奥维德的《变形记》，是希腊神话中的梦神。他能够在人的梦中化成不同人的形象。古希腊人似乎也相信人死托梦的现象，摩耳甫斯的能力让他专做这种事。
方塔苏斯,方塔苏斯（希腊语：Φαντασός）是希腊神话中的梦神之一。根据《神谱》所述，梦神（希腊语：Ὄνειροι，拉丁语：Somnia）是夜神倪克斯（Νὺξ）所生。而奥维德的《变形记》则说是睡神索姆努斯/许普诺斯（拉丁语：Somnus，希腊语：Ὕπνος）的一百位梦神儿子之中的一位。
玛卡里亚,在神话中叫玛卡里亚的有两个，一个则是希腊神话中赫拉克勒斯与德阿涅拉的女儿，另一个是基督教中冥王哈迪斯的女儿安息女神玛卡里亚。
墨利诺厄,冥府的墨利诺厄是俄耳甫斯密教的一位年轻女神。她戴着藏红花面纱，在夜晚以怪异的形状出没，身姿时隐时现。她的神话由一首赞美诗所展现。
匝格瑞俄斯,扎格柔斯（希腊语：Ζαγρεος，Zagreos/Zagreus），或译匝格瑞俄斯。在埃斯库罗斯的戏剧《西西弗斯》中，他是冥府众客之主哈迪斯的儿子。而在欧里庇得斯的戏剧《克里特人》中，他是夜游的牧民的陪伴者。[1] 5世纪的史诗诗人农诺斯的巨作《狄俄尼索斯谭》中，他由珀耳塞福涅和化龙的宙斯所生，来源于俄耳甫斯密教的狄俄尼索斯。[2] 
堤丰,"堤福俄斯（希腊语：Τυφῶν, Tuphōn；英语： Typhoeus / Typhon / Typhaon / Typhos）。又译堤丰。是希腊神话中象征风暴的泰坦巨人。据《神谱》记载，堤丰为大地之母盖亚之子。传说降生之地在奇里乞亚地区的山洞里。拥有百龙之首、漆黑之舌、喷火之目，身体比天还高，浑身覆有羽毛并生有一对翅膀。提丰与妻子厄喀德那生下了许多可怕的魔怪，如百首巨龙拉冬、九头蛇海德拉、地狱三头犬刻耳柏洛斯、双头犬欧特鲁斯、尼米亚猛狮、狮头羊身怪奇美拉、狮身人面兽斯芬克斯、海怪斯库拉等。"
厄喀德那,厄喀德那（希腊语：Ἔχιδνα；英语：Echidna），是古希腊神话中半人半蛇的怪物。她上半身是美貌的女子，下半身却是蛇的躯体（有时有两条蛇尾）。厄喀德那居住的地点或说是冥界，或说是斯基泰地区，或说是奇里乞亚地下名为阿里马的深不可测的洞穴。她拥有许多为祸人间的子女，著名的有斯芬克斯、海德拉和奇美拉之类的怪兽。厄喀德那最终在熟睡中被百眼巨人阿耳戈斯所杀。
海德拉,海德拉（Hydra），是希腊神话中的九头蛇，传说它拥有九颗头，其中一颗头要是被斩断，立刻又会生出两颗头来。赫拉克勒斯运用他的智慧，成功地击败了巨大水蛇海德拉。
喀迈拉,奇美拉（Chimera），是古希腊神话中的怪物，本义是希腊语“母山羊”的意思，最早出现在《荷马史诗》中，是提丰（Typhon）和厄喀德那（Ἔχιδνα）的孩子。而在《神谱》中，它被认为是地母盖亚（Gaia /Gaea）和冥渊神塔耳塔洛斯（Tartarus）的孩子。它拥有狮子的头，山羊的身躯，和一条蟒蛇组成的尾巴。它的呼吸吐出的都是火焰，最后被柏勒洛丰杀死。
斯芬克斯,斯芬克斯最初源于埃及神话，也常见于西亚神话和希腊神话中，但斯芬克斯在各文明的神话中形象和含义都有不同。[1] 埃及第四王朝的法老哈夫拉按斯芬克斯的形象建造了一座石像，后世称为狮身人面像。[2] 古埃及和古希腊、西亚各个时期的斯芬克斯不尽相同，但是其形象都是由人、狮、牛、鹰共同组成的人兽合体[3] 。
刻耳柏洛斯,刻耳柏洛斯（Cerberus），是古希腊神话中的地狱看门犬。为堤丰与厄喀德那所生。赫西俄德在《神谱》中说此犬有50个头，而后来的一些艺术作品则大多表现它有3个头，因此在汉语语境里，尤其是通俗文化中，常称其为地狱三头犬。其名在古希腊语中没有确定的意思，有一说为“斑点”，也有一说为“黑暗中的恶魔”。赫拉克勒斯把这狗从冥界带到地上后，它在狂吠时从嘴里喷出毒液，毒液所落之处生出了乌头属植物（奥维德在《变形记》里描写，美狄亚用乌头的汁液制成毒剂）。
戈耳工,戈耳工是游戏《Fate/Grand Order》中的4星从者，职阶为Avenger。戈耳工是一名剧情限定从者，其宝具为红卡型群攻宝具。[1] 
格赖埃,中文名：格赖埃希腊文：Γρα?αι， 意为“老妇人”“灰巫女”英语：Graeae是古希腊神话中共用一只眼睛和一颗牙齿的三姐妹。格赖埃是海洋之神福耳库斯和刻托所生，三姐妹的名称分别为：佩佛瑞多（Πεφρηδώ），意为“刻毒”。厄倪俄（Ενυώ），意为“暴戾”。得诺（δύο），意为“恐怖”。另外，在古罗马作家许癸努斯的描述下还增加了第四个名称珀耳西斯。埃斯库罗斯说，格赖埃三姐妹轮流使用一只眼睛和一颗牙齿。她们也与戈尔工是姐妹，英雄珀尔修斯在杀戈尔工美杜莎的故事中骗走了她们的眼睛，迫使她们告诉他戈尔工的住所。此外，在书库的记载中，珀尔修斯还迫使她们告知了某宁芙仙女的的住所，在那里他得到了隐身帽和飞鞋。
拉冬,拉冬（Ladon），是希腊神话中的怪物，看守金苹果的百头巨龙，堤丰和厄喀德那所生。赫拉克勒斯借扛天巨人之手诱巨龙睡着，杀死巨龙并偷得了金苹果。
塞壬,塞壬（Siren），是古希腊神话中人首鸟身的怪物，别名阿刻罗伊得斯，意即“阿刻罗俄斯的孩子们”。塞壬用自己的歌喉使得过往的水手倾听失神，航船触礁沉没。经常徘徊在海中礁石或船舶之间，又被称为海妖。塞壬来源自古老的希腊神话传说，在神话中的她被塑造成一名人面鸟身的海妖，飞翔在大海上，拥有天籁般的歌喉，常用歌声诱惑过路的航海者而使航船触礁沉没，船员则成为塞壬的腹中餐。
珀伽索斯,珀伽索斯（Pegasus，希腊文Πήγασος），是希腊神话中最著名的奇幻生物之一，美杜莎与海神波塞冬所生，角色是马神。
克律萨俄耳,克律萨俄耳是希腊神话中的一个人物，为波塞冬与美杜莎所生的怪物，飞马珀伽索斯的兄弟。在美杜莎被杀后，从她脖子喷出的血中出现。
弥诺陶洛斯,弥诺陶洛斯（Minotaur），是古希腊神话中的牛头人。是克里特国王弥诺斯之妻帕西淮与克里特公牛发生反常性关系而生出来的怪物。弥诺斯在克里特岛为它修建了一个迷宫。
斯库拉,"斯库拉（Scylla /ˈsɪlə/, 或者称为Skylla，在希腊语中称为 Σκύλλα，来自于希腊语动词σκύλλω“撕碎、扯破”），是希腊神话中吞吃水手的女海妖。她的身体有六个头十二只脚，并且有猫的尾巴。她守护在墨西拿海峡的一侧，这个海峡的另一侧有名为卡律布狄斯（Charybdis）的漩涡。船只经过该海峡时只能选择经过卡律布狄斯漩涡或者是她的领地。而当船只经过时她便要吃掉船上的六名船员。"
拉弥亚,拉弥亚（希腊语：Λ?μια），是古希腊神话中一头半人半蛇的女性怪物，亦是在西方以猎杀小孩闻名的蛇妖。在古希腊、罗马的神话中，有很多像拉弥亚般有着杀害孩童举动的女妖，而拉弥亚的特征正在于其上半身为娇艳女性，下半身却是蛇类。其名字拉弥亚来自希腊语“Λ?μιο?”，意指“食道”，象征“贪欲”，描述拉弥亚吞食儿童的形象。
哈耳庇厄,哈耳庇厄（古希腊语：Ἅρπυια，复数：Ἅρπυιαι，字面意思为“强盗，贼”；派生自希腊语单词ἅρπαξ，意为“抢夺”），希腊神话中的一种怪物。即所谓的鹰身女妖。通常认为，哈耳庇厄是海神陶玛斯和大洋神女厄勒克特拉所生（因此是彩虹女神伊里斯的姐妹）；也有说法认为它们是堤丰与厄客德娜所生。哈耳庇厄的数量不确定，在1至5个之间。
赫墨拉,赫墨拉（Hemera），白昼女神，厄瑞波斯与尼克斯之女。
厄里斯,厄里斯（希腊文：Ἔρις；英文：Eris，意为“不和”）是希腊神话中专司不和的女神，她在罗马神话中被称为Discordia。荷马和赫西俄德对她有不同的描写：在《伊利亚特》中她是战神阿瑞斯的姊妹、宙斯和赫拉的女儿（厄倪俄有时会与厄里斯混同），在敌对双方间散布着痛苦和仇恨；在《神谱》和《工作与时日》中她则是倪克斯和克洛诺斯的女儿。她最著名的故事是“金苹果之争”。
摩罗斯,在古希腊神话中摩罗斯，又名摩洛斯（古希腊语：Μόρος，意为“命运”或“注定要死”）是司命运的代蒙（精灵）。他的另一个名字是俄勒特罗斯（Ολεθρος，意为“毁灭，死亡”）。摩罗斯（Μόρος‎）的名字实际上是命运女神摩伊赖（Μοῖραι）的名字的阳性形式。
刻瑞斯,克瑞斯（拉丁语：Cĕrēs、英语：Ceres） ，是罗马神话中的农业和丰收女神，罗马十二主神之一。对应希腊神话中的德墨忒尔。克瑞斯是朱庇特的姐姐，也是西方是最受欢迎的神祇之一。她教会人类耕种，给予大地生机。她具有无边的法力，可以使土地肥沃、植物茂盛、五谷丰登，也可以令大地枯萎、万物凋零、寸草不生。可以让人拥有享之不尽的财富，同时也可以让人家徒四壁、一贫如洗。
摩墨斯,摩墨斯（希腊名：μῶμος，引申自μομφή，意为谴责）是古希腊神话中嘲弄，谴责，讽刺的拟人化神，同时也是作家和诗人的守护神，热衷谴责和诽谤。在古典艺术中常被刻画为带着嘲弄面具极为毒舌之人。
卡尔,卡尔，原名：Ker，希腊神话里的人神魔之一破坏毁灭神。
俄匊斯,希腊神话中穷困，忧伤和焦虑的人格化。依据赫西俄德的《神谱》[1] 她是夜女神倪克斯的女儿，在罗马她被称弥塞里亚（Miseria）。
涅墨西斯,涅墨西斯（希腊语：Νέμεσις，意为“复仇”；英语：Nemesis，“报应”）为希腊神话中人格化为冷酷无情的复仇女神。亦称为拉姆诺斯的女神（Rhamnousia/Rhamnusia），她又名阿德剌斯忒亚，意为“不可避免之人”。其神殿位于马拉松以北的拉姆诺斯。
阿帕忒,阿帕忒，希腊神话中的人物，她在罗马神话中对应为福劳斯（Fraus）。
菲罗忒斯,菲罗忒斯（希腊语：Φιλότης 英语：Philotes）是希腊神话中代表友爱和爱慕的女神，是友谊之神，淫神（性欲淫乱之神），倪克斯之女。
革剌斯,革剌斯（ 英语 Geras） 意为“老年[1] ”在希腊神话中是代表衰老的神，年龄之神；由夜神倪克斯所生。 他在罗马神话中对应的是塞涅克图斯（Senectus），他的对立者是青春女神赫柏。
卡喀亚,卡喀亚是古希腊神话中（罪恶或是犯罪）的拟人化神，倪克斯之女。
欧律诺摩斯,欧律诺摩斯（Ευρυνομος，Eurynomos/Eurynomus，「广为统治」）古希腊神话中腐烂的拟人化神；倪克斯之子，煞神刻瑞斯（Keres）之一。
斯堤克斯,古希腊神话中冥府斯堤克斯河的女神，也是誓言、憎恨的女神。依据赫西俄德的《神谱》[1] ，她是欧申纳斯（俄刻阿诺斯）和泰西斯（忒堤斯）的长女。在提坦之战中遵循明智的父亲的建议，和她的孩子尼刻（奈姬）、克拉托斯、仄罗斯和比亚最先来到奥林匹斯 ，她是奥林匹斯的坚定盟友，宙斯赋予她的斯堤克斯河对所有神的誓言具有约束力。
克吕墨涅,克吕墨涅（Clymene）是古希腊神话中的名望女神。在赫西俄德《神谱》中，她被认为是大洋神女之一，俄刻阿诺斯（Oceanus）与泰西斯（Tethys）之女。但在其他一些版本里，认为克吕墨涅属于十二提坦神之一。
墨提斯,墨提斯（美狄丝）（古希腊语：Μῆτις，英语：Metis）大洋神女之一，原始智慧[1] 女神，宙斯的第一位妻子 ；或墨勒斯的海洋神女。[2] 希腊神话中一般是指欧申纳斯（俄刻阿诺斯）和泰西斯的女儿[3-4] ，大洋神女，智慧与思想女神，雅典娜、波洛斯之母[3] 。赫西俄德称她是所有神和人中最为聪慧的、正义的策划者。有时也指墨勒斯的海洋神女[5] 。
